<s> She used her credit card to buy the phone instead . </s>	<s> Sue was able to pay off her credit card bill at the end of the month . </s>
<s> The doctor warned Bob to not eat too much candy . </s>	<s> Bob did not listen to his doctor . </s>
<s> However , his best friends show up at the bar and they all drink lots . </s>	<s> After several drinks , Bob decides to take the long walk home . </s>
<s> Sue was supposed to meet her boyfriend . </s>	<s> She was walking through a dark part of the neighborhood that night . </s>
<s> Sue rode her bike to school . </s>	<s> She was 10 minutes away when it started to rain . </s>
<s> Sue went home after school on a Friday . </s>	<s> Her friend Sue called and asked her to come over . </s>
<s> Bob 's friends picked him up from his house . </s>	<s> They drove Bob to his favorite band 's concert . </s>
<s> Bob 's mom told him he could have 2 pieces of chocolate . </s>	<s> Bob ate ten pieces of chocolate instead . </s>
<s> Bob had a lot of parking tickets . </s>	<s> He paid them off and thought nothing of them . </s>
<s> 2 of his friends had gotten him the same video game . </s>	<s> Bob was able to return one of the games at the store the next day . </s>
<s> Sue was nervous at first . </s>	<s> She practiced every day for months . </s>
<s> Sue screamed . </s>	<s> She was then rushed to the hospital from the bite . </s>
<s> Bob was late for work today . </s>	<s> Bob 's boss was waiting for him at the office door . </s>
<s> Sue asked if I wanted to hang out with her for Halloween . </s>	<s> I told her that I was busy and decided to go to the soup kitchen . </s>
<s> Sue was a terrible cook . </s>	<s> She wanted to surprise her boyfriend with a great meal . </s>
<s> Bob wanted to buy his wife a gift . </s>	<s> Christmas was coming up and he wanted something big . </s>
<s> By the time she was done , she noticed she missed her train . </s>	<s> Sue had to catch the next train 20 minutes later . </s>
<s> Bob is not as sick anymore . </s>	<s> Bob is grateful for the doctor he went to . </s>
<s> Bob was crying because his kite was stuck in a tree . </s>	<s> His dad Bob hadn 't climbed a tree in 20 years but decided to try . </s>
<s> He went down to the end of the block . </s>	<s> His friend Bob was there with his dog . </s>
<s> Sue had just come home from the store . </s>	<s> She began putting her groceries away . </s>
<s> Bobby 's mother called him for lunch . </s>	<s> He ignored her because he was busy playing . </s>
<s> Sue decided to get his attention by dancing while skating . </s>	<s> She began to dance and noticed her crush was watching her . </s>
<s> Bob kept crying in his room every day . </s>	<s> His mom noticed it and asked him why . </s>
<s> However , Bob was missing his brand new mirror . </s>	<s> Bob asked his wife about the mirror , but she did not know . </s>
<s> Sue was outside at her grandparents house . </s>	<s> Sue stood on the sidewalk hoping to see another kid . </s>
<s> 4 months later Sue received a picture of the baby with the toy . </s>	<s> It turned out the baby loved the toy after all . </s>
<s> Sue was on vacation . </s>	<s> She was missing her boyfriend . </s>
<s> Bob had never tasted beer before . </s>	<s> He agreed to try it . </s>
<s> Sue really needs a vacation . </s>	<s> She works two jobs and has two kids . </s>
<s> He showed it to everyone . </s>	<s> Bob stole the hat . </s>
<s> Bobby showed up to the fight with his big brother . </s>	<s> Bobby 's brother fought the bully for Bobby . </s>
<s> Finally , his parents told him they could get one kitten . </s>	<s> Bob and his parents found a cat online and picked it up . </s>
<s> Bob practiced everyday . </s>	<s> Bob signed up for a race . </s>
<s> A guy named Bob was feeling tired . </s>	<s> He knew that he needed to get up for work , but didn 't want to . </s>
<s> Sue decided to go to the bar . </s>	<s> There she drank way more than expected . </s>
<s> There , a little girl was crying because she couldn 't afford candy . </s>	<s> Bob looked at his dollar and knew what to do . </s>
<s> When Bob spoke to Sue in class she spoke back . </s>	<s> Sue left the class without thinking of Bob again that day . </s>
<s> Sue wanted to surprise her boyfriend . </s>	<s> She started baking cookies . </s>
<s> Sue loved her job at the watch counter . </s>	<s> One day , a man asked Sue to fix his watch . </s>
<s> Bob ended up walking down the stairs . </s>	<s> He said that he wasn 't tall enough to go on the ride . </s>
<s> He saw the bus turn the corner down the street and drive away . </s>	<s> Bob realized he had gone to the wrong bus stop . </s>
<s> The job did not pay a lot of money . </s>	<s> Bob got a raise and made a lot more money . </s>
<s> He eventually made enough for a used car from a friend . </s>	<s> The car ran great and Bob was very happy . </s>
<s> Bob had been feeling sick recently . </s>	<s> He decided to take the day off from work . </s>
<s> Sue was walking through the house . </s>	<s> Her mother called to her . </s>
<s> His mother refused because she had bills to pay . </s>	<s> Bob was very upset that he missed out on this trip . </s>
<s> Sue decided to go to the new pizza place down the street . </s>	<s> When she tried it she loved it . </s>
<s> Bob was all alone in his apartment . </s>	<s> All he ever did was play the piano . </s>
<s> Sue heard a weird noise from her car . </s>	<s> She took it to the mechanic to get checked out . </s>
<s> Sue called the stores in the mall where they visited . </s>	<s> One of the stores had the bear . </s>
<s> Bob worked long hours the days he did not have to go to work . </s>	<s> He made enough money to pay his rent on time ! </s>
<s> Bob woke up one night , very wet . </s>	<s> He realized he had wet his bed ! </s>
<s> Bob 's rent was due and he was out of money . </s>	<s> He panicked and tried to find a way to make the money . </s>
<s> When his boss found out he was angry . </s>	<s> Now Bob is not allowed to work from home anymore . </s>
<s> The bird had a broken leg which Bob didn 't know how to fix . </s>	<s> He took the bird to the vet and had him set the leg . </s>
<s> Sue was upset as she ran to her room . </s>	<s> Her grandmother changed her mind and decided not to give her a ride . </s>
<s> Bob woke up the morning he was going to run a race . </s>	<s> He chose not to have breakfast . </s>
<s> Sue and her friend were walking to school . </s>	<s> Sue was eating a bag of chips she bought at the store . </s>
<s> Last night Sue went to a dinner at a friends house . </s>	<s> While eating , her friend took a phone call . </s>
<s> Sue was in her class sitting at her desk . </s>	<s> A boy named Bob ran past and knocked her book off her desk . </s>
<s> Sue woke up to do nothing today . </s>	<s> She did not need to work . </s>
<s> She was excited so she arrived early . </s>	<s> Sue was on her feet walking around the whole day . </s>
<s> On Friday evening , Sue drove to the theater . </s>	<s> The big play was in a few hours and she was nervous . </s>
<s> Sue was disappointed to see the kids eating the cereal . </s>	<s> The teacher told Sue the kids often came to school hungry . </s>
<s> Bob asked the girl he liked out to dinner . </s>	<s> The night of the dinner , he was really nervous . </s>
<s> Bob was watching a cooking show where they were making steak . </s>	<s> Bob got hungry . </s>
<s> When they arrived to the party , Sue smelled something weird . </s>	<s> She walked towards the smell and ended up near Bob 's baby . </s>
<s> Sue began writing about what she ate that morning . </s>	<s> However , she couldn 't remember much else . </s>
<s> Bob decided to go to his grandmother 's house . </s>	<s> She told him to get something to eat since she prepared dinner . </s>
<s> His mother said she would buy him one if he would take care of it . </s>	<s> Bob got his new puppy . </s>
<s> Bob was sleeping in his bed . </s>	<s> He heard some noise in his backyard . </s>
<s> Bob saved up a lot of money to buy a new computer . </s>	<s> He went to the store and saw a computer he really liked . </s>
<s> Sue decided it would be okay . </s>	<s> Her cake still tasted delicious . </s>
<s> The baby would not sleep through the night . </s>	<s> When the baby was 1 , Sue decided to let her cry it out . </s>
<s> Sue wanted to meet up with her friend for some coffee . </s>	<s> It had been a long time since she 'd seen her friend . </s>
<s> Sue said yes . </s>	<s> Bob drove Sue to a movie . </s>
<s> Sue and Bob went to the store to pick up painting . </s>	<s> Sue helped Bob to choose the perfect color . </s>
<s> Her parents thought it was too expensive , but they bought her one . </s>	<s> Sue loved the camera and quickly learned how to use it . </s>
<s> Finally , the time came for Sue to baby sit . </s>	<s> Her sister went away for an hour . </s>
<s> At the end of every day , Bob would go to bed a happy man . </s>	<s> Bob loved his job . </s>
<s> Bob never really drank . </s>	<s> One night his friends convinced him to at the club . </s>
<s> Sue put on his leash and they headed outside . </s>	<s> As they walked , Sue noticed a dog park filled with other dogs . </s>
<s> Sue fed the cat and made it a warm bed . </s>	<s> The cat became Sue 's favorite pet . </s>
<s> Bob noticed he had pain in his side . </s>	<s> He went to the doctor to find out what was wrong . </s>
<s> They were out all day . </s>	<s> Sue was getting sick of car shopping . </s>
<s> The bread was good , but didn 't taste like the bread her mother made . </s>	<s> Sue called her mother to ask what she did wrong . </s>
<s> She played Bob a game . </s>	<s> I noticed Bob was looking at her legs while she was making a move . </s>
<s> Bob and his friends always played golf . </s>	<s> They would meet up every Saturday . </s>
<s> She asked her friends Sue , and May to join . </s>	<s> The girls were all very excited . </s>
<s> Sue put in chocolate and other candy . </s>	<s> When she handed them out , everyone loved them . </s>
<s> Sue wanted to play tennis . </s>	<s> She had never played before . </s>
<s> Bob could not do one . </s>	<s> Bob practiced hard at home . </s>
<s> He had to stop and call his boss that he was going to be late . </s>	<s> Bob arrived late to work but it was okay because he called ahead . </s>
<s> Sue was living by herself . </s>	<s> She was lonely being by herself . </s>
<s> Sue 's class has a fish . </s>	<s> Sue has always wanted a pet fish ever since starting school . </s>
<s> Bob was sitting in a movie theater . </s>	<s> He had been waiting to see the movie for a month . </s>
<s> Bob had a problem . </s>	<s> He could never pay all of his bills . </s>
<s> She was so nervous to go in . </s>	<s> Her boss started to talk about all of the great work Sue had done . </s>
<s> He looked all over the place , but couldn 't find it . </s>	<s> Bob eventually gave up and bought a new hat . </s>
<s> Sue was getting dressed for school one day . </s>	<s> Then she realized something . </s>
<s> Sue needs to go to the store . </s>	<s> She does not have a car and the store is too far to walk . </s>
<s> The student was embarrassed and promised to come to class . </s>	<s> Sue never saw the student again . </s>
<s> Bob 's team is in a big basketball tournament . </s>	<s> His team is a head the whole game . </s>
<s> They were both really nervous . </s>	<s> While at the movies , Bob tripped and spilled his soda . </s>
<s> Bob used to play football in high school . </s>	<s> He was very good , but not the best . </s>
<s> No matter what , Bob wanted to drive an ice cream truck . </s>	<s> He worked very hard to save up for his dream . </s>
<s> Sue was out shopping with her sister . </s>	<s> They were going to garage sales in their neighborhood . </s>
<s> Bob was running late to church . </s>	<s> He woke up late and had to drive slow because of the snow . </s>
<s> Bob loved to ride horses , and was very good at it . </s>	<s> However , Bob was short on money . </s>
<s> Bob wanted the headphones that all of his friends were wearing . </s>	<s> However , they were three hundred dollars . </s>
<s> Bob was sitting in class . </s>	<s> His stomach began to hurt . </s>
<s> Sue was late for class . </s>	<s> It was the first day and she didn 't know where the class was . </s>
<s> On the way , he spilled his coffee on his pants . </s>	<s> Bob was even more late to work since he had to get new pants . </s>
<s> When they got to the mechanic 's shop , he fixed up the car . </s>	<s> It was too late to go fishing , so Bob had to return home . </s>
<s> Bob had to drive to his job . </s>	<s> There was snow all over the ground . </s>
<s> He found the perfect guitar for himself . </s>	<s> Bob now takes guitar lessons three times a week . </s>
<s> Her teacher gave an assignment which Sue loved . </s>	<s> She drew , and drew until the teacher called to check her work . </s>
<s> Bob is in first grade . </s>	<s> He has worked hard all year to keep his grades up . </s>
<s> And Sue needed the money quickly . </s>	<s> She decided she would have to get a second job . </s>
<s> Sue 's old television broke . </s>	<s> She finally decided to buy a new one . </s>
<s> Today , Bob decided to be a better son . </s>	<s> He did the dishes without being asked . </s>
<s> Sue got a car for her birthday . </s>	<s> But she was upset that it wasn 't pink . </s>
<s> Bob agreed and put down the phone . </s>	<s> He grabbed his keys and went out the door . </s>
<s> Bob was disappointed when he didn 't make the baseball team . </s>	<s> His older brother Bob noticed how upset he was and offered to help . </s>
<s> Sue finally set up her new fish tank . </s>	<s> She watched the fish inside all day before going to bed . </s>
<s> Bobby just came home from work . </s>	<s> He decided to cook himself some dinner . </s>
<s> The other job would pay Bob more money . </s>	<s> Bob took the job that would make him happy . </s>
<s> Everyone gets comfortable for the trip . </s>	<s> Bob then turns on the movie for the kids . </s>
<s> He really like this one girl that he met at an event . </s>	<s> After having dinner with her a few times Bob asked her out . </s>
<s> Bob just graduated college . </s>	<s> He was very scared about getting a job . </s>
<s> She had so much to tell her about the day . </s>	<s> Sue rode into her yard and threw her bike down . </s>
<s> Sue was at lunch by herself . </s>	<s> Her crush Bob sat down at her table . </s>
<s> He felt scared and worried since he had homework to do . </s>	<s> Sue took his computer to a repair shop . </s>
<s> Bob hates to cut his hair . </s>	<s> His hair is so long he can 't see . </s>
<s> Bob was bored . </s>	<s> He decided to go on a trip . </s>
<s> One day Bob was asked if he wanted to go hunting . </s>	<s> Bob decided he would go try it with his dad . </s>
<s> Sue told her friends that they would get good grades if they studied . </s>	<s> They started studying together in the library after school . </s>
<s> They became married and eventually had a son . </s>	<s> Bob is very proud that he is now a father . </s>
<s> Sue was in middle school </s>	<s> It was her first day at a new school </s>
<s> Bob worked extra hard and after a few months , he was able to buy it . </s>	<s> When he finally proposed , his girlfriend said yes ! </s>
<s> The neighbors had left their pet behind . </s>	<s> Bob opened a window , and took the little cat home . </s>
<s> Bob was sitting on the porch swing . </s>	<s> The swing was very old . </s>
<s> This time when her sister told the story , Sue became very scared . </s>	<s> She told her to stop . </s>
<s> Sue was sad . </s>	<s> She thought she wasn 't invited to her friend 's dinner party . </s>
<s> Bob was going to visit his family . </s>	<s> He needed to wake up early for his flight . </s>
<s> Sue bought a guitar . </s>	<s> She played it for her family . </s>
<s> Bob grabbed the first chocolate bar he saw and took a bite . </s>	<s> The chocolate was delicious and he knew he had to buy it . </s>
<s> Sue found out . </s>	<s> Sue does not love Chris anymore . </s>
<s> He became very good after much practice . </s>	<s> Today , Bob has his own band . </s>
<s> He felt special because he was the head of the class . </s>	<s> One day Bob complained about being in the back . </s>
<s> Sue had to return to the store </s>	<s> Sue was embarrassed and didn 't know if they would return it . </s>
<s> Bob recently got a new job in a restaurant . </s>	<s> However , Bob learned that he would have to get a shot . </s>
<s> Bob went out to take a walk </s>	<s> He went to the grocery store . </s>
<s> He needed to get an A to pass the class . </s>	<s> Bob decided to study every day for two hours . </s>
<s> Bob always wanted to see New York . </s>	<s> After one year of working as a cop , he planned his trip . </s>
<s> Bob was feeling very blue . </s>	<s> So , he decided to call his grandparents . </s>
<s> Bob needed to go to the store , but his car would not start . </s>	<s> He had to walk to the store . </s>
<s> The dog had a leash but no one holding it . </s>	<s> Bob grabbed hold of the leash and set off to find the owner . </s>
<s> Sue had a test on Friday . </s>	<s> She did not want to study . </s>
<s> Sue opened the door and Bob came in . </s>	<s> Bob checked the whole house and found nothing . </s>
<s> She had a crush on her manager , Bob . </s>	<s> Bob was happily married . </s>
<s> Bob wanted to start a band . </s>	<s> Bob wanted to play the guitar . </s>
<s> Sue , Bob 's wife , loved him very much . </s>	<s> Everyone said Bob and Sue had the perfect life . </s>
<s> Sue was hungry . </s>	<s> She wanted to make some hot dogs . </s>
<s> Sue wondered what to get her boyfriend for Christmas . </s>	<s> Then she remembered that he always complained of cold feet . </s>
<s> Sue wanted to buy a new pair of shoes , but had no money . </s>	<s> She asked her mother to buy them for her . </s>
<s> Once her friends arrived , the girls started to bowl . </s>	<s> Sue 's team lost and she became upset . </s>
<s> Bob ate it . </s>	<s> Bob was mad . </s>
<s> Sue was very excited to get a new pair of shoes yesterday . </s>	<s> She wanted to stand out and look different . </s>
<s> He was tired of being alone . </s>	<s> Bob found a wonderful woman . </s>
<s> Bob went fishing with his dad . </s>	<s> They stayed out all day . </s>
<s> Sue is so sick of doing laundry . </s>	<s> She lives with two other girls and none of them help . </s>
<s> After a few hours Sue said it was time to go home . </s>	<s> They got hot chocolate and went back home . </s>
<s> Bob is going to start a new school tomorrow . </s>	<s> He is nervous that he won 't be able to make friends . </s>
<s> They had stopped by to hang out with her . </s>	<s> The next day , Sue 's paper was not done . </s>
<s> Sue could see it was a girl . </s>	<s> Sue vowed to never walk down this block again . </s>
<s> He had concert tickets to see his favorite group . </s>	<s> Bob went home after work and got ready quickly . </s>
<s> Bob was a terrible student . </s>	<s> He did not like to study . </s>
<s> Bob was twenty one years old when he started community college . </s>	<s> He went into their career center to look for work . </s>
<s> Bob was at his house bored . </s>	<s> He couldn 't figure out what to do . </s>
<s> Bob 's grades slipped . </s>	<s> Bob was then kicked off the basketball team . </s>
<s> Sue just received bad news . </s>	<s> Her dad has to have heart surgery . </s>
<s> The doctor suggested she needed more food . </s>	<s> Sue gave her baby more food . </s>
<s> Bob often felt lonely , so he decided to get a pet . </s>	<s> He went to the pet store and looked at all the animals . </s>
<s> Sue quickly went inside her house . </s>	<s> But she never found the cat that saved her . </s>
<s> Bob dropped his plate . </s>	<s> The plate broke . </s>
<s> Bob tried out for his high school basketball team </s>	<s> Bob got cut from the team . </s>
<s> Her parents could not afford to buy any . </s>	<s> Sue decided to buy them herself . </s>
<s> Sue and her friends met boys after dark in the park . </s>	<s> But one didn 't show up . </s>
<s> Bob became quickly bored . </s>	<s> And he decided he didn 't want to learn how to draw anymore . </s>
<s> Her teacher yelled at her . </s>	<s> Sue went to her desk before she was sent to the principal 's office . </s>
<s> Bob loved his long hair . </s>	<s> Bob was playing one day and someone grabbed his hair hard . </s>
<s> Bob and his friends went to see a movie . </s>	<s> They didn 't want to see a scary movie . </s>
<s> As a surprise , she took Bob that afternoon to an animal shelter . </s>	<s> Bob finally got a dog of his own and wasn 't lonely anymore . </s>
<s> Sue sat on her grandma 's couch and began reading a new book . </s>	<s> She wasn 't really interested in the book . </s>
<s> Sue had been working hard all day . </s>	<s> She still had a lot of work left . </s>
<s> But Sue knew where to find it . </s>	<s> She would go into his room when he wasn 't home to listen . </s>
<s> She returned home and got to work . </s>	<s> Sue spent the next few hours making her pie . </s>
<s> Bob has always wanted to learn how to play the piano . </s>	<s> He recently hired a professional instructor to teach him how to play . </s>
<s> Bob had always wanted to learn to play the guitar . </s>	<s> Bob saved up and bought a new guitar with the money . </s>
<s> Sue decided it wasn 't worth being friends . </s>	<s> They didn 't speak to each other for weeks . </s>
<s> It was a hot summer day and they wanted to play outside . </s>	<s> Sue suggested they go to the pool . </s>
<s> It was her first party at her new house . </s>	<s> Sue was nervous . </s>
<s> He ended up telling his parents and they had to sign his report card . </s>	<s> Bob studied very hard and passed the second time around . </s>
<s> Sue needed something to wear . </s>	<s> She wanted something warm . </s>
<s> Bob decided to buy his first pet . </s>	<s> He went to the pet store . </s>
<s> Bob got up early and got ready for his day . </s>	<s> He put on his best suit and made sure he looked his best . </s>
<s> Bob was excited for a snow day . </s>	<s> The news called for over a feet of snow . </s>
<s> Bob had to pick up his daughter from school . </s>	<s> His car got a flat tire on the way . </s>
<s> Sue went to the grocery store . </s>	<s> When she arrived she realized she 'd forgotten her shopping list . </s>
<s> Sue was at a friend 's desk on her break . </s>	<s> There as a new addition to this department . </s>
<s> But she 'd never had the money for the trip . </s>	<s> Sue 's boss decided to hold a contest for a paid vacation . </s>
<s> Sue wanted to throw a party . </s>	<s> She invited all her friends . </s>
<s> His mom always got upset that Bob didn 't help around the house . </s>	<s> Today , Bob decided to be a better son . </s>
<s> His team practiced every day after school . </s>	<s> When the day of the track meet arrived , Bob ran as fast as he could . </s>
<s> Today when she came home from shopping , he saw a box . </s>	<s> Bob was so happy when he saw they were cookies ! </s>
<s> He brought the kid to the side of the pool where he could calm down . </s>	<s> The kid thanked Bob for a job well done saving him . </s>
<s> Sue was fighting a lot with her parents . </s>	<s> One morning they woke up and discovered that she had run away . </s>
<s> Bob was eating a hot dog . </s>	<s> It fell on the ground . </s>
<s> Bobby loved to cook for his wife . </s>	<s> His wife loved his cooking . </s>
<s> Sue was going pretty fast on her bike . </s>	<s> Suddenly she fell off . </s>
<s> Bob tried to talk to a girl at the bar . </s>	<s> He sat on same table . </s>
<s> When she opened it , a cat jumped out . </s>	<s> Sue decided to never take out the trash at night again . </s>
<s> Her mother said she was not allowed to play with strange dogs . </s>	<s> Sue decided to ask the owner if his dog was nice . </s>
<s> She liked him and she did not notice he was short . </s>	<s> Bob was surprised and excited that he had a girlfriend . </s>
<s> Sue was convinced she will get first place . </s>	<s> She attended the contest and tried her best . </s>
<s> Suddenly , Sue received one . </s>	<s> She had no idea who could have sent it . </s>
<s> All of his friends played baseball . </s>	<s> Bob was afraid of being hit by a ball so he did not play . </s>
<s> Sue told him to stay put , but he said he might fall out of bed . </s>	<s> She told him he could come in her room if he fell out of bed . </s>
<s> Sue wanted a new puppy . </s>	<s> Her mother took her to the shelter . </s>
<s> Sue and Bob had been dating for a couple of years . </s>	<s> They had a lot of fun times . </s>
<s> But all Sue could think of was riding that pink bike outside . </s>	<s> Sue promised her parents she would be safe at all times . </s>
<s> Bob wanted to go out . </s>	<s> Bob call his friends to go out . </s>
<s> She fought back and took it away from him . </s>	<s> Bob cried afterwards . </s>
<s> Sue had a crush on Bob . </s>	<s> She enjoyed seeing him in class everyday . </s>
<s> Sue didn 't know where the key was . </s>	<s> But she wasn 't about to tell her mother that . </s>
<s> Bob had given his boss the cold . </s>	<s> Bob apologized by giving his boss some chocolate . </s>
<s> Sue was now hungry . </s>	<s> She went to the kitchen to find something to eat . </s>
<s> Sue was due to have a baby girl . </s>	<s> She was very excited and wanted to pick a nice name . </s>
<s> With Sue by her side she asked him . </s>	<s> He and his friends all laughed . </s>
<s> Sue got a job and saved for months . </s>	<s> Sue went and bought her new car with her own money . </s>
<s> Bob became a doctor after many Year 's of hard work . </s>	<s> Bob 's brother now looks up to him . </s>
<s> Sue 's new shoes helped her run faster than before . </s>	<s> And she was able to win the running competition . </s>
<s> Sue had a birthday coming up . </s>	<s> Her boyfriend didn 't know what to buy her . </s>
<s> Bob was hungry . </s>	<s> He looked in his kitchen to find ingredients for food . </s>
<s> Bob wanted some candy . </s>	<s> His wallet is empty . </s>
<s> Sue wanted to be the first person to go to college in her family . </s>	<s> Although her family was poor , she still managed to get good grades . </s>
<s> She called her friend Sue and asked her to help . </s>	<s> When half the house was painted they ran out of paint . </s>
<s> Bob hated to do his own laundry . </s>	<s> He could never figure it out . </s>
<s> Sue has a job interview . </s>	<s> She is nervous and really wants this job . </s>
<s> Bob was bored at a friends house . </s>	<s> His friend did not have toys . </s>
<s> Sue was always behind on bills . </s>	<s> She paid stuff late . </s>
<s> Sue wanted to wear a shirt . </s>	<s> She couldn 't find it . </s>
<s> Bob started at a new school today . </s>	<s> He was looking for someone to sit with at lunch . </s>
<s> Sue decided to join a book club . </s>	<s> She got the book but was only able to read half of it . </s>
<s> Bob decided to throw a house party . </s>	<s> He waited until his parents were out of town . </s>
<s> His parents told him not to drive too far . </s>	<s> Sue drove very far every day . </s>
<s> Just then the teacher walked in . </s>	<s> Sue had no choice but to take a seat . </s>
<s> Bob was feeling lonely . </s>	<s> He had just recently broken up with his girlfriend of 2 Year 's . </s>
<s> Sue saw a cute guy in math class . </s>	<s> She followed the cute guy to his science class . </s>
<s> One day Bob 's parents bought him a new video game . </s>	<s> Bob and Chris loved that game very much . </s>
<s> Bob wanted to find out who ate it . </s>	<s> It turns out it was the dog . </s>
<s> Sue got on the school bus and sat alone in a seat . </s>	<s> She was tired so she went back to sleep . </s>
<s> Bob climbed to the top of a small mountain with his family . </s>	<s> At the top , they found a long line of people . </s>
<s> There , it had burned a deep hole . </s>	<s> Bob knew he was lucky he hadn 't caused a house fire . </s>
<s> Bob loved it because of Thanksgiving . </s>	<s> However Bob found out he had to work on Thanksgiving . </s>
<s> Bob had a dream . </s>	<s> He wanted to be a doctor . </s>
<s> Sue went on a diet and cut out sugar and bread for one month . </s>	<s> After one month Sue had lost four and a half pounds . </s>
<s> Bob was on his school bus . </s>	<s> He was starting to notice a weird smell . </s>
<s> Bob went home and decided to try to do something else . </s>	<s> He soon realized that not writing left a hole in his heart . </s>
<s> Bob worked at an office building . </s>	<s> He woke up every morning and got ready . </s>
<s> Everyone went to bed since it was 10 at night . </s>	<s> Sue was moving around her bed since she couldn 't go to sleep . </s>
<s> His dad missed , and the baseball hit him right in the face . </s>	<s> Bob got his father some ice to put on his face after . </s>
<s> Sue was pregnant . </s>	<s> Today was her shower . </s>
<s> At the party they had cake and ice cream for the kids . </s>	<s> Bob sat eating his ice cream when the music came on . </s>
<s> Sue enjoyed going to the beach . </s>	<s> As she stepped out of her car , she realized she forgot something . </s>
<s> Bob met her but was too nervous to say anything . </s>	<s> Sue decided to run away . </s>
<s> His boss approached Bob and gave him another assignment . </s>	<s> Bob started working on the new assignment for about an hour . </s>
<s> Bob was making dinner for his family </s>	<s> He started to make a salad . </s>
<s> Sue opened up a gift from her grandmother . </s>	<s> When she opened it it was a sweater . </s>
<s> Bob moved to a new town . </s>	<s> He wanted to make friends . </s>
<s> Bob got stuck in traffic on the highway . </s>	<s> Bob was an hour late . </s>
<s> There was a kid named Bob . </s>	<s> Bob always ate sugar with everything . </s>
<s> The next day , she wore makeup and got a lot of attention from men . </s>	<s> Sue decided she was going to wear it more often . </s>
<s> He looked everywhere in his room . </s>	<s> Bob couldn 't find where the bad smell was coming from . </s>
<s> They went to dinner after the concert . </s>	<s> It was Bob 's best birthday ever ! </s>
<s> Bob was walking to school . </s>	<s> But he saw a lost cat . </s>
<s> Sue felt the same way . </s>	<s> Bob and Sue decided to become a couple . </s>
<s> Bob wanted to get in shape </s>	<s> He decided to pay for a coach . </s>
<s> She got a lot of food and a big cake . </s>	<s> Sue was so surprised ! </s>
<s> Bob was sick last week . </s>	<s> He called his boss and told him he would not be in . </s>
<s> Finally he found the perfect suit . </s>	<s> Bob 's friends are very happy that he has a good looking suit . </s>
<s> When she walked inside , there were all of her friends ! </s>	<s> Sue realized they had been planning a surprise party ! </s>
<s> When he finally woke up , he realized he was late for work . </s>	<s> Bob decided to call in sick to work to take the rest of the day off . </s>
<s> Bob quit his job . </s>	<s> Then Bob went back to school for something else . </s>
<s> Sue got scared . </s>	<s> Her car stopped and she had to call for help . </s>
<s> Her mother called for her to come into the house . </s>	<s> Sue begged and begged to go back out in the rain . </s>
<s> At the club five other women had the same bag . </s>	<s> Sue was annoyed and stopped wearing it as much . </s>
<s> He challenged his friends to one on one games often . </s>	<s> Bob usually always won the games . </s>
<s> She found out his name was Bob and he was new in town . </s>	<s> Since the teacher was talking the couldn 't speak anymore . </s>
<s> Sue needed a new hat . </s>	<s> She decided to make her own . </s>
<s> Bob decided he was going to eat a burger . </s>	<s> He decided to eat car in the car in the garage . </s>
<s> Bob had a drinking problem . </s>	<s> He laid on his couch drinking all Saturday . </s>
<s> They said he was chicken if he didn 't do it . </s>	<s> Bob thought long and hard . </s>
<s> Bob dressed up in his best clothes . </s>	<s> Bob did a wonderful job at the interview . </s>
<s> Sue 's parents wanted to know where she had been . </s>	<s> She pulled a candy bar from her pocket . </s>
<s> She was embarrassed . </s>	<s> Sue decided to leave the party early without telling anyone . </s>
<s> A week passed before Bob finally noticed the movie . </s>	<s> Bob grabbed the movie and rushed it back to the store . </s>
<s> Sue did not enjoy cooking . </s>	<s> One day , she decided to try to cook fish for her husband . </s>
<s> On Christmas day she gave her mother the sweater . </s>	<s> Sue 's mom loved the sweater . </s>
<s> Bob loves to go fishing </s>	<s> He would always bring his dog . </s>
<s> Sue and Bob went and looked at many different house . </s>	<s> Finally they picked one that they thought was perfect for them . </s>
<s> But she wasn 't watching where she was going . </s>	<s> Sue walked right into a wall . </s>
<s> Sue would have to help her watch the kids . </s>	<s> That ruined Sue 's plans to go bike riding . </s>
<s> Bob decided he didn 't want to just buy his kids a tree off of a lot . </s>	<s> He wanted to go to a Christmas tree farm this year . </s>
<s> Bob needed new boots for winter . </s>	<s> But his family was too poor to buy them for him ! </s>
<s> Bob stood up and every looked at him . </s>	<s> Bob told a joke . </s>
<s> She was out of the ingredients . </s>	<s> Sue was so mad . </s>
<s> The co-worker had taken it pretty hard . </s>	<s> Sue found out the co-worker was trying to get her fired . </s>
<s> Bob had just done his first job making music . </s>	<s> He was really proud of himself and excited about the pay . </s>
<s> He ate it very quickly . </s>	<s> The next day , Bob felt sick . </s>
<s> Sue use to work for a call center . </s>	<s> She was a very hard worker . </s>
<s> Bob was shopping for a Halloween costume . </s>	<s> He tried on some scary ones , but didn 't like them . </s>
<s> Bob checked a book out from the library . </s>	<s> He brought it home and began to read . </s>
<s> Bob and his wife had a child . </s>	<s> They were having a hard time coming up with a name . </s>
<s> Bob decided he would play all weekend to beat the game . </s>	<s> After 4 hours his mother made him turn the game off . , </s>
<s> Sue was bored at night . </s>	<s> She decided to get up and ride her bike . </s>
<s> He had to sell a really old car . </s>	<s> Bob was a customer . </s>
<s> It went pretty well for him . </s>	<s> Now , Bob works there . </s>
<s> Sue saw another little girl on her walk . </s>	<s> Sue talked to the little girl . </s>
